Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Education,JobLevel,StockOptionLevel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmployeeID
0.9938596602064987,-0.8875151110697495,-0.33187705513418214,2.5297116703660247,-0.6039107501479274,1.5080095617248086,-0.6201892226844657,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,1.1698607014122864,1.1563022799500973,0.3362060901847455,-1.0261667362455191,1,3,2,0,1,0,0,1,0,0,0,0,3453
0.33684855220010396,0.7166099028849382,-0.8354514597422821,1.727667853815166,-0.3305890744344257,1.3793691731682889,-1.3960855268088614,2.1213098223465976,0.8730062991171511,2.4886639224126985,-0.6654597159581096,0.24620178832419518,0.3362060901847455,0.37967212888114743,3,2,0,0,1,1,0,0,0,0,0,1,1661
-0.7581699611438873,-1.0109093429124179,0.8080709114153776,0.9256240372643073,-0.6039107501479274,-0.42159626662298905,1.707499689688721,-0.6544537372115486,-0.058284890797371494,-0.5952272282818631,1.1698607014122864,-1.573999194927609,0.3362060901847455,0.37967212888114743,3,3,0,0,1,0,0,1,0,0,0,0,1358
-0.5391662584750891,-0.5173324155417446,-0.6429458012718439,-0.6784635958374101,-1.1505541015749308,0.35024606471613007,-0.6201892226844657,1.141628566031958,2.114727885669848,1.086895217551534,1.1698607014122864,1.1563022799500973,-1.0853364387843125,1.785510994007814,3,1,0,0,1,0,0,1,0,0,1,0,1423
0.8843578088720997,-0.270543951856408,-0.17889242588615176,0.1235802207134486,-0.8772324258614291,1.8939307273943682,-0.6201892226844657,0.32522751910309133,-0.3687152874355457,-0.875580969254096,1.1698607014122864,1.1563022799500973,1.7577486191538036,-1.0261667362455191,2,1,0,0,1,0,0,0,1,0,1,0,498
2.4173837275536876,0.09963874367159682,-0.8913333451481599,1.727667853815166,1.036019304133083,1.122088396055249,0.9316033855643254,-0.4911735278257753,-0.3687152874355457,-0.3148734873096303,-1.5831199246433076,0.24620178832419518,-1.0853364387843125,-1.0261667362455191,4,3,1,1,0,1,0,0,0,0,0,1,4223
2.08887817355049,-0.7641208792270812,-0.4364165517870029,0.5246021289888779,-0.057267398720923963,2.151211504507408,0.1557070814399298,-0.32789331844000197,0.5625759024789769,-0.5952272282818631,1.1698607014122864,-1.573999194927609,0.3362060901847455,-2.4320056013721856,2,2,0,0,1,0,0,0,1,0,0,0,594
-0.9771736638126857,-0.02375548817107146,-0.39413330009206116,-1.0794855041128395,2.1293060069870897,-0.29295587806646917,-0.6201892226844657,0.16194730971731802,-0.6791456840737199,0.8065414765793013,-0.6654597159581096,-1.573999194927609,0.3362060901847455,-1.0261667362455191,3,1,2,0,1,0,0,1,0,0,0,1,2985
0.9938596602064987,-0.02375548817107146,-0.1640189202648155,2.128689762090595,0.4893759527060795,-0.6788770437360288,-0.6201892226844657,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,-0.6654597159581096,-0.663898703301707,0.3362060901847455,0.37967212888114743,2,2,0,0,0,1,0,0,0,0,0,1,1028
0.33684855220010396,2.197340684996958,0.8012715945599095,0.5246021289888779,0.7626976284195812,0.09296528760309035,0.1557070814399298,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.25220049272708844,1.1563022799500973,0.3362060901847455,0.37967212888114743,2,3,0,0,1,0,0,1,0,0,0,0,1042
-0.8676718124782865,-0.3939381836990763,-0.9049319788590959,-0.6784635958374101,-0.8772324258614291,-0.035675100953429496,1.707499689688721,0.651787937874638,0.2521455058408027,1.647602699496,1.1698607014122864,-1.573999194927609,-2.5068789677533707,-2.4320056013721856,3,1,3,0,1,1,0,0,0,0,1,0,2049
-1.4151810691502822,0.09963874367159682,-0.8811343698649579,-1.0794855041128395,-0.6039107501479274,-1.193438597962108,1.707499689688721,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.25220049272708844,-1.573999194927609,0.3362060901847455,0.37967212888114743,2,1,0,0,1,0,1,0,0,0,0,0,2310
0.9938596602064987,-1.0109093429124179,2.672571080375748,0.1235802207134486,1.5826626555600865,0.09296528760309035,-0.6201892226844657,0.32522751910309133,0.5625759024789769,0.8065414765793013,1.1698607014122864,1.1563022799500973,-1.0853364387843125,0.37967212888114743,3,1,0,0,1,1,0,0,0,0,0,0,2535
1.3223652142096962,0.59321567104227,-0.0579920730498611,-0.27744168756198073,-0.3305890744344257,1.5080095617248086,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-1.5831199246433076,0.24620178832419518,1.7577486191538036,-1.0261667362455191,4,2,0,0,1,1,0,0,0,0,1,0,3582
0.008342998196906572,1.827157989468953,-0.477212452919811,0.5246021289888779,-0.057267398720923963,-0.29295587806646917,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,1.1698607014122864,0.24620178832419518,0.3362060901847455,0.37967212888114743,2,4,0,0,1,1,0,0,0,0,0,0,3311
0.33684855220010396,-1.0109093429124179,-0.9115188170628306,-0.6784635958374101,0.4893759527060795,1.250728784611769,0.9316033855643254,2.1213098223465976,0.5625759024789769,1.367248958523767,0.25220049272708844,0.24620178832419518,1.7577486191538036,0.37967212888114743,1,1,0,0,1,1,0,0,0,0,0,1,3497
-0.3201625558062908,-0.5173324155417446,-0.41431877200673184,0.5246021289888779,0.7626976284195812,-0.16431548950994934,-0.6201892226844657,0.16194730971731802,1.4938670923934996,0.8065414765793013,-0.6654597159581096,0.24620178832419518,0.3362060901847455,1.785510994007814,3,1,1,0,1,1,0,0,0,0,1,0,722
-0.3201625558062908,-0.270543951856408,-0.919168048525232,-0.6784635958374101,-0.6039107501479274,-0.16431548950994934,1.707499689688721,0.48850772848886465,1.8042974890316739,0.8065414765793013,-0.6654597159581096,1.1563022799500973,0.3362060901847455,0.37967212888114743,2,1,0,0,1,1,0,0,0,0,1,0,2425
0.4463504035345031,0.9633983665702748,-0.2751452551213709,0.1235802207134486,-1.1505541015749308,0.09296528760309035,-0.6201892226844657,0.32522751910309133,-0.6791456840737199,0.8065414765793013,0.25220049272708844,0.24620178832419518,0.3362060901847455,-2.4320056013721856,2,1,3,0,1,0,0,0,1,0,0,0,2816
